tipo_contrato,puesto,fuente,salario_promedio,empresa,tecnologias,fecha_publicacion,ubicacion
Prácticas,Lead UX/UI Designer,Datos Simulados España,60722.0,Startup 79,"Azure, Express, Node.js, JavaScript, Django, Jenkins, SQL, Docker",2025-06-19,Spain
Temporal,Semi Senior Technical Lead,Datos Simulados España,37092.0,Consultora IT 77,"ASP.NET, Azure, PostgreSQL, MySQL",2025-06-19,Spain
Prácticas,Principal DevOps Engineer,Datos Simulados España,54834.0,Consultora IT 41,"PHP, C#, Vue.js, MySQL",2025-06-19,Spain
Temporal,Lead Cloud Engineer,Datos Simulados España,67119.0,Startup 52,"Node.js, Angular, Docker, GCP",2025-06-19,Spain
Temporal,Lead Mobile Developer,Datos Simulados España,59887.0,Health Tech 62,"Express, MongoDB, Node.js, Flask, ASP.NET, Docker, C#",2025-06-19,Spain
Indefinido,Principal Mobile Developer,Datos Simulados España,63456.0,Consultora IT 52,"Angular, Vue.js, TypeScript, MongoDB, Azure, Spring, JavaScript",2025-06-19,Spain
Prácticas,Senior Data Engineer,Datos Simulados España,46372.0,Consultora IT 21,"Ruby on Rails, Vue.js, AWS, MySQL, React, Azure",2025-06-19,Spain
Freelance,Lead Cloud Engineer,Datos Simulados España,51652.0,Agencia Digital 74,"Docker, Django, Terraform, TypeScript, Flask",2025-06-19,Spain
Temporal,Director Data Engineer,Datos Simulados España,89632.0,Consultora IT 50,"Python, Docker, PHP, MongoDB, Angular, Git, Terraform, Flask",2025-06-19,Spain
Prácticas,Senior UX/UI Designer,Datos Simulados España,50336.0,Agencia Digital 43,"ASP.NET, Java, Azure, Python, CSS, Redis, Ansible",2025-06-19,Spain
Indefinido,Principal Cloud Engineer,Datos Simulados España,66337.0,Consultora IT 79,"Git, Java, Flask, Python, Kubernetes, Angular, TypeScript",2025-06-19,Spain
Indefinido,Semi Senior Desarrollador Full Stack,Datos Simulados España,37085.0,Consultora IT 43,"TypeScript, Ansible, Express, Jenkins, ASP.NET, Vue.js, Docker, CSS",2025-06-19,Spain
Freelance,Principal Site Reliability Engineer,Datos Simulados España,52911.0,E-commerce 72,"Azure, Django, Java, Terraform, ASP.NET, PHP",2025-06-19,Spain
Freelance,Principal Technical Lead,Datos Simulados España,62343.0,Aseguradora 4,"Django, GCP, SQL",2025-06-19,Spain
Prácticas,Junior Scrum Master,Datos Simulados España,18306.0,Startup 73,"MySQL, Docker, PHP, Vue.js, Git, Flask, Jenkins",2025-06-19,Spain
Freelance,Principal QA Engineer,Datos Simulados España,58873.0,Multinacional 46,"ASP.NET, Jenkins, MongoDB, Angular, Kubernetes, Express, React, Ansible",2025-06-19,Spain
Indefinido,Director Desarrollador Full Stack,Datos Simulados España,65816.0,E-commerce 45,"SQL, MySQL, Spring",2025-06-19,Spain
Indefinido,Semi Senior Technical Lead,Datos Simulados España,29086.0,Empresa de Software 90,"CSS, JavaScript, SASS, Jenkins, Angular, Azure, ASP.NET, React",2025-06-19,Spain
Temporal,Semi Senior DevOps Engineer,Datos Simulados España,34824.0,Startup 13,"Kubernetes, Ansible, Jenkins, Docker",2025-06-19,Spain
Prácticas,Principal Product Manager,Datos Simulados España,54329.0,Empresa de Telecomunicaciones 13,"Jenkins, Spring, MySQL, HTML, AWS, Ansible, Redis, Node.js",2025-06-19,Spain
Freelance,Senior Data Engineer,Datos Simulados España,50673.0,Consultora IT 83,"Flask, Redis, PostgreSQL, Vue.js, Git, Spring, ASP.NET, Node.js",2025-06-19,Spain
Freelance,Junior Ingeniero de Software,Datos Simulados España,19158.0,Aseguradora 16,"Vue.js, Redis, MySQL, Flask, HTML",2025-06-19,Spain
Prácticas,Principal Scrum Master,Datos Simulados España,55226.0,Fintech 54,"Python, Spring, Node.js, Django, Kubernetes, JavaScript, Redis",2025-06-19,Spain
Prácticas,Semi Senior Technical Lead,Datos Simulados España,37523.0,Empresa de Telecomunicaciones 21,"Redis, C#, HTML, Vue.js, MySQL, Jenkins, Git, Express",2025-06-19,Spain
Temporal,Director Mobile Developer,Datos Simulados España,73158.0,Empresa Tecnológica 58,"TypeScript, MongoDB, Node.js, Azure, Java",2025-06-19,Spain
Temporal,Director Machine Learning Engineer,Datos Simulados España,71197.0,Aseguradora 75,"SQL, Java, Azure",2025-06-19,Spain
Prácticas,Director Technical Lead,Datos Simulados España,54918.0,Multinacional 79,"Node.js, Spring, HTML, Git",2025-06-19,Spain
Freelance,Junior Desarrollador Backend,Datos Simulados España,18193.0,Fintech 71,"TypeScript, Ruby on Rails, Git, React, Docker, Ansible",2025-06-19,Spain
Freelance,Semi Senior Technical Lead,Datos Simulados España,33080.0,Fintech 85,"PHP, GCP, TypeScript",2025-06-19,Spain
Prácticas,Principal Desarrollador Backend,Datos Simulados España,63938.0,Aseguradora 75,"Flask, Azure, Angular, HTML",2025-06-19,Spain
Freelance,Lead Desarrollador Backend,Datos Simulados España,58224.0,Multinacional 4,"C#, Express, GCP, JavaScript, Ruby on Rails",2025-06-19,Spain
Freelance,Lead QA Engineer,Datos Simulados España,52914.0,Startup 93,"GCP, C#, Terraform, Ansible, Python, PostgreSQL",2025-06-19,Spain
Prácticas,Principal Ingeniero de Software,Datos Simulados España,58617.0,Empresa de Software 89,"MongoDB, Spring, Express, Ruby on Rails, TypeScript, Angular, Kubernetes",2025-06-19,Spain
Prácticas,Lead Scrum Master,Datos Simulados España,62793.0,Banco 91,"Django, Express, CSS, MongoDB",2025-06-19,Spain
Prácticas,Director Scrum Master,Datos Simulados España,72513.0,E-commerce 83,"Ruby on Rails, PostgreSQL, Node.js",2025-06-19,Spain
Freelance,Senior Analista Programador,Datos Simulados España,45403.0,Empresa Tecnológica 97,"Django, Kubernetes, CSS, MySQL, Node.js",2025-06-19,Spain
Prácticas,Lead Machine Learning Engineer,Datos Simulados España,58174.0,Aseguradora 58,"Redis, React, CSS, Vue.js, Ansible",2025-06-19,Spain
Indefinido,Lead Mobile Developer,Datos Simulados España,51512.0,Health Tech 72,"Azure, Docker, AWS",2025-06-19,Spain
Prácticas,Principal Technical Lead,Datos Simulados España,65151.0,Empresa de Software 70,"TypeScript, MySQL, Git, ASP.NET, MongoDB, C#, Django, Ruby on Rails",2025-06-19,Spain
Prácticas,Semi Senior Site Reliability Engineer,Datos Simulados España,29464.0,Agencia Digital 95,"Kubernetes, TypeScript, MySQL, SQL, Git",2025-06-19,Spain
Freelance,Lead Machine Learning Engineer,Datos Simulados España,60475.0,Fintech 20,"HTML, C#, React, PostgreSQL, ASP.NET, SQL, Spring, Jenkins",2025-06-19,Spain
Indefinido,Senior Scrum Master,Datos Simulados España,47055.0,Startup 99,"React, HTML, MongoDB, Vue.js, Flask, Python, Express",2025-06-19,Spain
Temporal,Principal DevOps Engineer,Datos Simulados España,56882.0,Startup 13,"TypeScript, C#, ASP.NET, AWS, Jenkins, React",2025-06-19,Spain
Prácticas,Director Analista Programador,Datos Simulados España,81100.0,Health Tech 85,"Jenkins, AWS, TypeScript, Ruby on Rails, React, Django, Python",2025-06-19,Spain
Temporal,Lead Site Reliability Engineer,Datos Simulados España,63402.0,Agencia Digital 53,"Django, HTML, Azure, Docker, Ruby on Rails",2025-06-19,Spain
Freelance,Lead Analista Programador,Datos Simulados España,51785.0,Startup 99,"Java, Docker, Python, PostgreSQL, TypeScript, PHP, React",2025-06-19,Spain
Prácticas,Senior QA Engineer,Datos Simulados España,40004.0,Agencia Digital 76,"Vue.js, React, Redis, Python, Ruby on Rails, MongoDB, Jenkins",2025-06-19,Spain
Prácticas,Director Analista Programador,Datos Simulados España,74022.0,Empresa de Software 10,"React, Python, PostgreSQL",2025-06-19,Spain
Freelance,Semi Senior Cloud Engineer,Datos Simulados España,35864.0,Fintech 48,"PostgreSQL, Jenkins, ASP.NET",2025-06-19,Spain
Prácticas,Senior Arquitecto de Software,Datos Simulados España,42439.0,Startup 70,"AWS, Express, PostgreSQL, Flask, Kubernetes, Node.js",2025-06-19,Spain
Indefinido,Lead Mobile Developer,Datos Simulados España,68224.0,Empresa de Software 75,"PHP, Python, Redis, Java, C#, Azure, Terraform",2025-06-19,Spain
Indefinido,Junior Mobile Developer,Datos Simulados España,18262.0,Health Tech 11,"GCP, Flask, Azure",2025-06-19,Spain
Temporal,Director Arquitecto de Software,Datos Simulados España,89380.0,Health Tech 90,"JavaScript, Azure, MongoDB, Node.js",2025-06-19,Spain
Temporal,Junior Desarrollador Frontend,Datos Simulados España,19590.0,Consultora IT 3,"Terraform, Ansible, MongoDB, HTML, GCP",2025-06-19,Spain
Temporal,Lead Machine Learning Engineer,Datos Simulados España,65507.0,Consultora IT 58,"Spring, Redis, MySQL, Node.js, MongoDB, PHP, React, Flask",2025-06-19,Spain
Prácticas,Director Desarrollador Frontend,Datos Simulados España,84992.0,Health Tech 18,"Jenkins, Angular, Spring, MongoDB, SQL",2025-06-19,Spain
Indefinido,Senior Site Reliability Engineer,Datos Simulados España,43698.0,Banco 55,"Ruby on Rails, ASP.NET, Ansible, Flask, Git, Azure, Jenkins, Spring",2025-06-19,Spain
Freelance,Lead QA Engineer,Datos Simulados España,68445.0,E-commerce 76,"ASP.NET, PHP, Kubernetes, Redis, Azure",2025-06-19,Spain
Freelance,Lead Desarrollador Frontend,Datos Simulados España,65929.0,Multinacional 78,"Terraform, Vue.js, Jenkins, HTML, React",2025-06-19,Spain
Indefinido,Junior Scrum Master,Datos Simulados España,21968.0,Startup 16,"Django, Docker, AWS, PostgreSQL, Express, Angular, Java",2025-06-19,Spain
Temporal,Lead Scrum Master,Datos Simulados España,56702.0,Multinacional 19,"Python, Node.js, Ruby on Rails, Express",2025-06-19,Spain
Prácticas,Principal Cloud Engineer,Datos Simulados España,55334.0,Consultora IT 67,"C#, Vue.js, Kubernetes",2025-06-19,Spain
Indefinido,Director UX/UI Designer,Datos Simulados España,76844.0,Empresa Tecnológica 4,"Spring, Git, HTML",2025-06-19,Spain
Temporal,Lead Cloud Engineer,Datos Simulados España,54872.0,Banco 4,"GCP, SQL, CSS, Terraform, ASP.NET, React, Spring, Node.js",2025-06-19,Spain
Prácticas,Junior Cloud Engineer,Datos Simulados España,18989.0,Aseguradora 42,"SQL, Angular, Python, Redis, Terraform, HTML",2025-06-19,Spain
Prácticas,Principal QA Engineer,Datos Simulados España,68500.0,Empresa Tecnológica 77,"React, Flask, SASS, C#, CSS",2025-06-19,Spain
Prácticas,Junior Analista Programador,Datos Simulados España,26302.0,E-commerce 41,"Ruby on Rails, AWS, Vue.js, GCP, TypeScript, ASP.NET, CSS, Jenkins",2025-06-19,Spain
Prácticas,Lead Cloud Engineer,Datos Simulados España,64194.0,Consultora IT 12,"Git, Python, GCP, SQL, TypeScript, Angular, AWS",2025-06-19,Spain
Freelance,Senior QA Engineer,Datos Simulados España,40805.0,Empresa Tecnológica 59,"CSS, TypeScript, ASP.NET, Java, Terraform, PostgreSQL, SQL, AWS",2025-06-19,Spain
Freelance,Semi Senior Desarrollador Backend,Datos Simulados España,32504.0,Fintech 85,"Express, React, Java, ASP.NET, Angular, PostgreSQL",2025-06-19,Spain
Temporal,Junior Desarrollador Backend,Datos Simulados España,24162.0,Aseguradora 10,"Java, React, Django, SASS",2025-06-19,Spain
Temporal,Semi Senior Scrum Master,Datos Simulados España,33482.0,Fintech 4,"Spring, Vue.js, CSS, SQL, Ruby on Rails",2025-06-19,Spain
Prácticas,Director Site Reliability Engineer,Datos Simulados España,75371.0,Empresa de Software 76,"MongoDB, PHP, Django, Flask, Angular, PostgreSQL, CSS",2025-06-19,Spain
Temporal,Junior Data Engineer,Datos Simulados España,23494.0,Fintech 78,"SASS, MongoDB, CSS",2025-06-19,Spain
Temporal,Junior Product Manager,Datos Simulados España,27652.0,Empresa Tecnológica 96,"Spring, Azure, PHP, C#, Node.js, HTML, GCP, SQL",2025-06-19,Spain
Indefinido,Senior Data Scientist,Datos Simulados España,50521.0,Startup 78,"Redis, Angular, Python, Ruby on Rails, Spring",2025-06-19,Spain
Indefinido,Principal Site Reliability Engineer,Datos Simulados España,52102.0,Banco 19,"MongoDB, Express, GCP",2025-06-19,Spain
Temporal,Junior Analista Programador,Datos Simulados España,24804.0,Empresa de Telecomunicaciones 99,"C#, Ansible, PostgreSQL, Docker",2025-06-19,Spain
Freelance,Director Data Scientist,Datos Simulados España,79145.0,Empresa de Software 14,"Flask, Azure, Jenkins, Vue.js, MongoDB, MySQL",2025-06-19,Spain
Prácticas,Lead Technical Lead,Datos Simulados España,50515.0,Health Tech 63,"Express, Ruby on Rails, PostgreSQL, Java, ASP.NET",2025-06-19,Spain
Prácticas,Senior Ingeniero de Software,Datos Simulados España,44415.0,Multinacional 70,"PHP, Spring, ASP.NET, GCP",2025-06-19,Spain
Prácticas,Principal Technical Lead,Datos Simulados España,64231.0,Multinacional 12,"ASP.NET, Jenkins, SQL, GCP, Kubernetes, Angular, Git",2025-06-19,Spain
Freelance,Semi Senior Technical Lead,Datos Simulados España,29194.0,Consultora IT 70,"SASS, React, Express, Docker, Node.js, PostgreSQL, Flask, PHP",2025-06-19,Spain
Temporal,Principal Desarrollador Frontend,Datos Simulados España,65319.0,Health Tech 85,"Jenkins, Java, SQL, Node.js, SASS",2025-06-19,Spain
Freelance,Semi Senior Arquitecto de Software,Datos Simulados España,37343.0,Banco 69,"Redis, AWS, Node.js, Azure, MongoDB, C#, MySQL, Ruby on Rails",2025-06-19,Spain
Temporal,Director Desarrollador Frontend,Datos Simulados España,84958.0,Agencia Digital 58,"Flask, Azure, Django, PostgreSQL, Docker, ASP.NET",2025-06-19,Spain
Temporal,Lead Desarrollador Frontend,Datos Simulados España,56186.0,Banco 96,"Spring, Python, CSS, Vue.js, SASS",2025-06-19,Spain
Indefinido,Principal Desarrollador Backend,Datos Simulados España,63833.0,Empresa de Software 35,"MongoDB, ASP.NET, PostgreSQL, SASS",2025-06-19,Spain
Temporal,Principal Mobile Developer,Datos Simulados España,60289.0,Aseguradora 82,"Node.js, MongoDB, Git, Express",2025-06-19,Spain
Indefinido,Semi Senior Technical Lead,Datos Simulados España,34043.0,Banco 81,"CSS, MongoDB, React",2025-06-19,Spain
Indefinido,Lead Mobile Developer,Datos Simulados España,62813.0,Consultora IT 18,"AWS, Django, React",2025-06-19,Spain
Temporal,Director Scrum Master,Datos Simulados España,75948.0,Empresa de Telecomunicaciones 36,"JavaScript, Docker, Azure",2025-06-19,Spain
Indefinido,Semi Senior Machine Learning Engineer,Datos Simulados España,33165.0,Multinacional 69,"Terraform, TypeScript, GCP, Django, AWS, MySQL, Kubernetes",2025-06-19,Spain
Prácticas,Senior Product Manager,Datos Simulados España,42007.0,E-commerce 13,"C#, Spring, AWS",2025-06-19,Spain
Temporal,Semi Senior Machine Learning Engineer,Datos Simulados España,29480.0,Multinacional 53,"Terraform, PHP, C#, AWS, Ruby on Rails, Docker, MongoDB, Java",2025-06-19,Spain
Indefinido,Senior Desarrollador Frontend,Datos Simulados España,47017.0,Fintech 57,"ASP.NET, TypeScript, Django, HTML, Docker",2025-06-19,Spain
Temporal,Semi Senior Desarrollador Backend,Datos Simulados España,37124.0,Fintech 57,"AWS, ASP.NET, Docker, Jenkins, Angular, Ansible, JavaScript, Kubernetes",2025-06-19,Spain
Indefinido,Lead Ingeniero de Software,Datos Simulados España,60964.0,Multinacional 55,"Ruby on Rails, HTML, Git",2025-06-19,Spain
Prácticas,Lead Technical Lead,Datos Simulados España,52793.0,Consultora IT 8,"Node.js, Jenkins, Django",2025-06-19,Spain
Prácticas,Semi Senior DevOps Engineer,Datos Simulados España,28678.0,Empresa Tecnológica 32,"AWS, MongoDB, Spring, Python, Git, Express",2025-06-19,Spain
Indefinido,Director Arquitecto de Software,Datos Simulados España,66813.0,Multinacional 16,"MySQL, Python, Kubernetes, PostgreSQL",2025-06-19,Spain
Temporal,Junior Desarrollador Backend,Datos Simulados España,27350.0,Empresa de Software 48,"GCP, Jenkins, SASS",2025-06-19,Spain
Indefinido,Senior Data Scientist,Datos Simulados España,41354.0,Health Tech 69,"TypeScript, Jenkins, SASS",2025-06-19,Spain
Indefinido,Director Machine Learning Engineer,Datos Simulados España,87857.0,Health Tech 80,"Terraform, SASS, ASP.NET",2025-06-19,Spain
Prácticas,Semi Senior Desarrollador Backend,Datos Simulados España,31217.0,Agencia Digital 73,"AWS, Java, Docker, C#, Jenkins, Ruby on Rails",2025-06-19,Spain
Temporal,Semi Senior Desarrollador Full Stack,Datos Simulados España,28191.0,Agencia Digital 39,"MySQL, Ansible, C#, Kubernetes, PostgreSQL, Django, MongoDB, Docker",2025-06-19,Spain
Indefinido,Senior Machine Learning Engineer,Datos Simulados España,54420.0,E-commerce 57,"GCP, Node.js, Azure, MongoDB, Ansible, CSS, Django",2025-06-19,Spain
Prácticas,Junior Analista Programador,Datos Simulados España,25510.0,Aseguradora 12,"Angular, AWS, GCP, Express, Spring, SASS, MySQL",2025-06-19,Spain
Freelance,Principal Desarrollador Frontend,Datos Simulados España,67072.0,Startup 51,"Docker, Vue.js, Java, Node.js",2025-06-19,Spain
Indefinido,Principal UX/UI Designer,Datos Simulados España,62809.0,Aseguradora 25,"JavaScript, Terraform, Git, PostgreSQL, Ruby on Rails, Flask, PHP, ASP.NET",2025-06-19,Spain
Prácticas,Semi Senior Cloud Engineer,Datos Simulados España,34269.0,E-commerce 72,"TypeScript, Ansible, Terraform, ASP.NET, Azure, Redis",2025-06-19,Spain
Indefinido,Junior Machine Learning Engineer,Datos Simulados España,26794.0,E-commerce 89,"Python, React, CSS, HTML",2025-06-19,Spain
Freelance,Lead UX/UI Designer,Datos Simulados España,65800.0,Fintech 50,"Jenkins, PHP, SASS, Vue.js",2025-06-19,Spain
Temporal,Director QA Engineer,Datos Simulados España,83329.0,Startup 51,"MongoDB, React, Ansible, Jenkins, PostgreSQL, Spring, Java, C#",2025-06-19,Spain
Freelance,Semi Senior Desarrollador Backend,Datos Simulados España,28542.0,Empresa de Software 37,"GCP, TypeScript, ASP.NET, SASS, Angular",2025-06-19,Spain
Prácticas,Director Data Engineer,Datos Simulados España,83226.0,Fintech 25,"Node.js, SQL, Git, Ansible, React",2025-06-19,Spain
Indefinido,Principal Scrum Master,Datos Simulados España,54626.0,Startup 17,"SQL, Node.js, MongoDB, JavaScript, CSS, Angular",2025-06-19,Spain
Indefinido,Lead Site Reliability Engineer,Datos Simulados España,68154.0,Aseguradora 32,"Vue.js, SASS, SQL, Django, AWS, PHP",2025-06-19,Spain
Freelance,Senior Technical Lead,Datos Simulados España,45103.0,Banco 68,"Express, AWS, Node.js",2025-06-19,Spain
Indefinido,Principal Mobile Developer,Datos Simulados España,55585.0,Banco 8,"PostgreSQL, SQL, HTML",2025-06-19,Spain
Prácticas,Director Technical Lead,Datos Simulados España,57572.0,Fintech 34,"Ruby on Rails, Node.js, Express, MongoDB, Ansible",2025-06-19,Spain
Prácticas,Semi Senior Desarrollador Backend,Datos Simulados España,30638.0,Multinacional 46,"ASP.NET, Kubernetes, CSS, Docker, PHP, TypeScript",2025-06-19,Spain
Indefinido,Principal Data Engineer,Datos Simulados España,68650.0,Empresa Tecnológica 34,"Java, C#, Jenkins, Flask, Azure, SQL, Express, CSS",2025-06-19,Spain
Indefinido,Director Scrum Master,Datos Simulados España,79342.0,Empresa de Telecomunicaciones 59,"AWS, JavaScript, Node.js",2025-06-19,Spain
Indefinido,Senior Ingeniero de Software,Datos Simulados España,47264.0,Aseguradora 50,"Ruby on Rails, Vue.js, AWS, PostgreSQL",2025-06-19,Spain
Freelance,Semi Senior Data Scientist,Datos Simulados España,35391.0,Health Tech 36,"Git, MongoDB, Kubernetes, ASP.NET, AWS, Terraform, Angular",2025-06-19,Spain
Indefinido,Junior Arquitecto de Software,Datos Simulados España,24891.0,Startup 23,"Flask, PHP, Docker, Git",2025-06-19,Spain
