titulo,empresa,ubicacion,fecha_publicacion,tipo_contrato,jornada,salario,salario_min,salario_max,salario_promedio,descripcion,categoria,tecnologias,url,id,fuente,fecha_extraccion
UX/UI Designer,DataMinds,Bilbao,2025-04-24,Temporal,Parcial,44000 - 45000 €,44000.0,45000.0,44500.0,"Estamos buscando un profesional con experiencia en Docker, REST API, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Docker, REST API, GitHub Actions",https://www.ejemplo.com/job/1205,job-1205,Adzuna (Simulado),2025-05-18 13:11:27.076933
UX/UI Designer,KernelLabs,Híbrido (Madrid),2025-05-12,Parcial,Parcial,32000 - 50000 €,32000.0,50000.0,41000.0,"Estamos buscando un profesional con experiencia en GitHub Actions, Vue.js, Kubernetes, SQL, Scrum. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"GitHub Actions, Vue.js, Kubernetes, SQL, Scrum",https://www.ejemplo.com/job/1206,job-1206,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,DevFusion,Híbrido (Barcelona),2025-05-07,Temporal,Completa,65000 - 67000 €,65000.0,67000.0,66000.0,"Estamos buscando un profesional con experiencia en React, MongoDB, Flask. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"React, MongoDB, Flask",https://www.ejemplo.com/job/1207,job-1207,Adzuna (Simulado),2025-05-18 13:11:27.076933
Site Reliability Engineer,ByteLogic,Remoto,2025-05-17,Indefinido,Completa,62000 - 77000 €,62000.0,77000.0,69500.0,"Estamos buscando un profesional con experiencia en Scrum, GitHub Actions, GCP, React, Linux. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Scrum, GitHub Actions, GCP, React, Linux",https://www.ejemplo.com/job/1208,job-1208,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,ByteLogic,Valencia,2025-05-12,Indefinido,Parcial,51000 - 69000 €,51000.0,69000.0,60000.0,"Estamos buscando un profesional con experiencia en Python, MongoDB, Java, TypeScript, Spring, Kubernetes. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Python, MongoDB, Java, TypeScript, Spring, Kubernetes",https://www.ejemplo.com/job/1209,job-1209,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,HyperData,Alicante,2025-05-08,Prácticas,Parcial,63000 - 83000 €,63000.0,83000.0,73000.0,"Estamos buscando un profesional con experiencia en React, TypeScript, Java, MongoDB, Python, Express, Azure. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"React, TypeScript, Java, MongoDB, Python, Express, Azure",https://www.ejemplo.com/job/1210,job-1210,Adzuna (Simulado),2025-05-18 13:11:27.076933
UX/UI Designer,KernelLabs,Málaga,2025-04-23,Parcial,Parcial,42000 - 90000 €,42000.0,90000.0,66000.0,"Estamos buscando un profesional con experiencia en Django, Linux, Flask, SQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Django, Linux, Flask, SQL",https://www.ejemplo.com/job/1211,job-1211,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,InnovateTech,Madrid,2025-05-11,Indefinido,Completa,34000 - 50000 €,34000.0,50000.0,42000.0,"Estamos buscando un profesional con experiencia en Django, TypeScript, Python. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Django, TypeScript, Python",https://www.ejemplo.com/job/1212,job-1212,Adzuna (Simulado),2025-05-18 13:11:27.076933
Backend Developer Node.js,JavaPros,Valencia,2025-05-11,Indefinido,Completa,28000 - 66000 €,28000.0,66000.0,47000.0,"Estamos buscando un profesional con experiencia en Express, CI/CD, GCP, PostgreSQL, Agile. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Express, CI/CD, GCP, PostgreSQL, Agile",https://www.ejemplo.com/job/1213,job-1213,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Scientist,FutureCode,Málaga,2025-05-08,Indefinido,Completa,49000 - 77000 €,49000.0,77000.0,63000.0,"Estamos buscando un profesional con experiencia en Vue.js, Django, GCP, Flask, TypeScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Vue.js, Django, GCP, Flask, TypeScript",https://www.ejemplo.com/job/1214,job-1214,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,InnovateTech,Zaragoza,2025-04-29,Temporal,Completa,38000 - 81000 €,38000.0,81000.0,59500.0,"Estamos buscando un profesional con experiencia en Flask, TypeScript, MySQL, GitLab, Scrum, Vue.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Flask, TypeScript, MySQL, GitLab, Scrum, Vue.js",https://www.ejemplo.com/job/1215,job-1215,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Scientist,InnovateTech,Híbrido (Barcelona),2025-04-27,Indefinido,Parcial,73000 - 101000 €,73000.0,101000.0,87000.0,"Estamos buscando un profesional con experiencia en Git, Scrum, Flask, MongoDB, SQL, Docker. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Git, Scrum, Flask, MongoDB, SQL, Docker",https://www.ejemplo.com/job/1216,job-1216,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,TechCorp,Madrid,2025-04-20,Indefinido,Completa,73000 - 97000 €,73000.0,97000.0,85000.0,"Estamos buscando un profesional con experiencia en Python, Express, GitLab, Agile. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Python, Express, GitLab, Agile",https://www.ejemplo.com/job/1217,job-1217,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,KernelLabs,Valencia,2025-04-23,Parcial,Completa,60000 - 105000 €,60000.0,105000.0,82500.0,"Estamos buscando un profesional con experiencia en Flask, Python, MySQL, Spring. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Flask, Python, MySQL, Spring",https://www.ejemplo.com/job/1218,job-1218,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,KernelLabs,Sevilla,2025-04-28,Indefinido,Completa,48000 - 69000 €,48000.0,69000.0,58500.0,"Estamos buscando un profesional con experiencia en React, Express, Git, PostgreSQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"React, Express, Git, PostgreSQL",https://www.ejemplo.com/job/1219,job-1219,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cloud Architect,ElectronMinds,Remoto,2025-05-18,Indefinido,Completa,55000 - 77000 €,55000.0,77000.0,66000.0,"Estamos buscando un profesional con experiencia en Angular, Git, JavaScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Angular, Git, JavaScript",https://www.ejemplo.com/job/1220,job-1220,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Scientist,DevFusion,Bilbao,2025-04-20,Indefinido,Completa,68000 - 70000 €,68000.0,70000.0,69000.0,"Estamos buscando un profesional con experiencia en JavaScript, Scrum, Django. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"JavaScript, Scrum, Django",https://www.ejemplo.com/job/1221,job-1221,Adzuna (Simulado),2025-05-18 13:11:27.076933
UX/UI Designer,ElectronMinds,Zaragoza,2025-05-06,Indefinido,Completa,54000 - 65000 €,54000.0,65000.0,59500.0,"Estamos buscando un profesional con experiencia en Git, Docker, Flask, Angular, AWS, React, JavaScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Git, Docker, Flask, Angular, AWS, React, JavaScript",https://www.ejemplo.com/job/1222,job-1222,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cloud Architect,HyperData,Remoto,2025-05-07,Completa,Parcial,54000 - 64000 €,54000.0,64000.0,59000.0,"Estamos buscando un profesional con experiencia en GitLab, JavaScript, Flask, Agile, Angular, Vue.js, Linux. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"GitLab, JavaScript, Flask, Agile, Angular, Vue.js, Linux",https://www.ejemplo.com/job/1223,job-1223,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,HyperData,Zaragoza,2025-05-10,Prácticas,Completa,64000 - 111000 €,64000.0,111000.0,87500.0,"Estamos buscando un profesional con experiencia en GCP, Java, React, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"GCP, Java, React, GitHub Actions",https://www.ejemplo.com/job/1224,job-1224,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,DevFusion,Remoto,2025-04-21,Parcial,Parcial,50000 - 67000 €,50000.0,67000.0,58500.0,"Estamos buscando un profesional con experiencia en PostgreSQL, Git, Python, Java, Flask, AWS, Vue.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"PostgreSQL, Git, Python, Java, Flask, AWS, Vue.js",https://www.ejemplo.com/job/1225,job-1225,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,JavaPros,Alicante,2025-05-06,Temporal,Parcial,69000 - 85000 €,69000.0,85000.0,77000.0,"Estamos buscando un profesional con experiencia en JavaScript, Agile, Django, PostgreSQL, GitLab. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"JavaScript, Agile, Django, PostgreSQL, GitLab",https://www.ejemplo.com/job/1226,job-1226,Adzuna (Simulado),2025-05-18 13:11:27.076933
QA Engineer,CodeFusion,Zaragoza,2025-05-17,Indefinido,Parcial,30000 - 64000 €,30000.0,64000.0,47000.0,"Estamos buscando un profesional con experiencia en JavaScript, MongoDB, Jira. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"JavaScript, MongoDB, Jira",https://www.ejemplo.com/job/1227,job-1227,Adzuna (Simulado),2025-05-18 13:11:27.076933
Scrum Master,FutureCode,Sevilla,2025-05-12,Freelance,Completa,64000 - 79000 €,64000.0,79000.0,71500.0,"Estamos buscando un profesional con experiencia en Jira, MySQL, JavaScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Jira, MySQL, JavaScript",https://www.ejemplo.com/job/1228,job-1228,Adzuna (Simulado),2025-05-18 13:11:27.076933
Desarrollador Python Senior,InnovateTech,Valencia,2025-05-13,Indefinido,Completa,68000 - 78000 €,68000.0,78000.0,73000.0,"Estamos buscando un profesional con experiencia en Java, React, Azure, Angular, Node.js, MySQL, Django. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Java, React, Azure, Angular, Node.js, MySQL, Django",https://www.ejemplo.com/job/1229,job-1229,Adzuna (Simulado),2025-05-18 13:11:27.076933
Ingeniero de Software Java,TechCorp,Híbrido (Barcelona),2025-05-07,Indefinido,Parcial,52000 - 61000 €,52000.0,61000.0,56500.0,"Estamos buscando un profesional con experiencia en MongoDB, PostgreSQL, Agile, Angular, Django. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"MongoDB, PostgreSQL, Agile, Angular, Django",https://www.ejemplo.com/job/1230,job-1230,Adzuna (Simulado),2025-05-18 13:11:27.076933
Machine Learning Engineer,FutureCode,Valencia,2025-05-09,Completa,Completa,47000 - 63000 €,47000.0,63000.0,55000.0,"Estamos buscando un profesional con experiencia en Django, Jira, AWS, Node.js, CI/CD, React. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Django, Jira, AWS, Node.js, CI/CD, React",https://www.ejemplo.com/job/1231,job-1231,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,LogicWorks,Remoto,2025-04-26,Indefinido,Parcial,30000 - 61000 €,30000.0,61000.0,45500.0,"Estamos buscando un profesional con experiencia en SQL, Vue.js, PostgreSQL, REST API, GCP, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"SQL, Vue.js, PostgreSQL, REST API, GCP, GitHub Actions",https://www.ejemplo.com/job/1232,job-1232,Adzuna (Simulado),2025-05-18 13:11:27.076933
Backend Developer Node.js,ByteLogic,Híbrido (Madrid),2025-05-08,Prácticas,Completa,42000 - 49000 €,42000.0,49000.0,45500.0,"Estamos buscando un profesional con experiencia en Git, GitLab, Java, GCP, GitHub Actions, CI/CD. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Git, GitLab, Java, GCP, GitHub Actions, CI/CD",https://www.ejemplo.com/job/1233,job-1233,Adzuna (Simulado),2025-05-18 13:11:27.076933
Full Stack Developer,HyperData,Zaragoza,2025-05-08,Prácticas,Parcial,69000 - 111000 €,69000.0,111000.0,90000.0,"Estamos buscando un profesional con experiencia en GitLab, Vue.js, Express, Kubernetes, GCP, Python, Agile. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"GitLab, Vue.js, Express, Kubernetes, GCP, Python, Agile",https://www.ejemplo.com/job/1234,job-1234,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cloud Architect,GlobalTech,Remoto,2025-04-29,Prácticas,Completa,29000 - 40000 €,29000.0,40000.0,34500.0,"Estamos buscando un profesional con experiencia en Docker, Kubernetes, CI/CD. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Docker, Kubernetes, CI/CD",https://www.ejemplo.com/job/1235,job-1235,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cloud Architect,DevFusion,Barcelona,2025-04-25,Freelance,Completa,29000 - 33000 €,29000.0,33000.0,31000.0,"Estamos buscando un profesional con experiencia en Django, Jira, Node.js, GitHub Actions, Scrum. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Django, Jira, Node.js, GitHub Actions, Scrum",https://www.ejemplo.com/job/1236,job-1236,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,TechCorp,Madrid,2025-04-25,Freelance,Completa,38000 - 42000 €,38000.0,42000.0,40000.0,"Estamos buscando un profesional con experiencia en Node.js, Spring, MySQL, CI/CD. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Node.js, Spring, MySQL, CI/CD",https://www.ejemplo.com/job/1237,job-1237,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cybersecurity Analyst,ElectronMinds,Zaragoza,2025-05-05,Indefinido,Parcial,62000 - 79000 €,62000.0,79000.0,70500.0,"Estamos buscando un profesional con experiencia en Angular, AWS, JavaScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Angular, AWS, JavaScript",https://www.ejemplo.com/job/1238,job-1238,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,LogicWorks,Híbrido (Madrid),2025-04-21,Completa,Completa,52000 - 70000 €,52000.0,70000.0,61000.0,"Estamos buscando un profesional con experiencia en Node.js, SQL, JavaScript, Agile, CI/CD, Django. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Node.js, SQL, JavaScript, Agile, CI/CD, Django",https://www.ejemplo.com/job/1239,job-1239,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,InnovateTech,Sevilla,2025-05-04,Parcial,Parcial,74000 - 102000 €,74000.0,102000.0,88000.0,"Estamos buscando un profesional con experiencia en CI/CD, Flask, MySQL, SQL, Git, Azure. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"CI/CD, Flask, MySQL, SQL, Git, Azure",https://www.ejemplo.com/job/1240,job-1240,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,HyperData,Remoto,2025-05-07,Indefinido,Parcial,71000 - 85000 €,71000.0,85000.0,78000.0,"Estamos buscando un profesional con experiencia en Python, TypeScript, JavaScript, React. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Python, TypeScript, JavaScript, React",https://www.ejemplo.com/job/1241,job-1241,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,ByteLogic,Híbrido (Madrid),2025-05-16,Freelance,Parcial,62000 - 74000 €,62000.0,74000.0,68000.0,"Estamos buscando un profesional con experiencia en MySQL, SQL, AWS. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"MySQL, SQL, AWS",https://www.ejemplo.com/job/1242,job-1242,Adzuna (Simulado),2025-05-18 13:11:27.076933
Ingeniero de Software Java,DataMinds,Sevilla,2025-05-11,Temporal,Parcial,59000 - 62000 €,59000.0,62000.0,60500.0,"Estamos buscando un profesional con experiencia en Flask, Agile, Express, Django. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Flask, Agile, Express, Django",https://www.ejemplo.com/job/1243,job-1243,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Engineer,TechCorp,Híbrido (Barcelona),2025-05-17,Completa,Parcial,47000 - 69000 €,47000.0,69000.0,58000.0,"Estamos buscando un profesional con experiencia en Azure, SQL, AWS, Scrum, Agile, Spring, MySQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Azure, SQL, AWS, Scrum, Agile, Spring, MySQL",https://www.ejemplo.com/job/1244,job-1244,Adzuna (Simulado),2025-05-18 13:11:27.076933
QA Engineer,ByteLogic,Valencia,2025-05-06,Completa,Parcial,26000 - 33000 €,26000.0,33000.0,29500.0,"Estamos buscando un profesional con experiencia en Kubernetes, Vue.js, Java. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Kubernetes, Vue.js, Java",https://www.ejemplo.com/job/1245,job-1245,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cybersecurity Analyst,KernelLabs,Madrid,2025-05-16,Prácticas,Parcial,61000 - 64000 €,61000.0,64000.0,62500.0,"Estamos buscando un profesional con experiencia en MySQL, Git, CI/CD, GitHub Actions, PostgreSQL, Jira, SQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"MySQL, Git, CI/CD, GitHub Actions, PostgreSQL, Jira, SQL",https://www.ejemplo.com/job/1246,job-1246,Adzuna (Simulado),2025-05-18 13:11:27.076933
Site Reliability Engineer,GlobalTech,Barcelona,2025-04-22,Parcial,Completa,62000 - 84000 €,62000.0,84000.0,73000.0,"Estamos buscando un profesional con experiencia en REST API, PostgreSQL, Express. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"REST API, PostgreSQL, Express",https://www.ejemplo.com/job/1247,job-1247,Adzuna (Simulado),2025-05-18 13:11:27.076933
Technical Lead,HyperData,Alicante,2025-04-20,Prácticas,Parcial,53000 - 87000 €,53000.0,87000.0,70000.0,"Estamos buscando un profesional con experiencia en React, GitLab, MySQL, PostgreSQL. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"React, GitLab, MySQL, PostgreSQL",https://www.ejemplo.com/job/1248,job-1248,Adzuna (Simulado),2025-05-18 13:11:27.076933
Ingeniero de Software Java,FutureCode,Zaragoza,2025-05-09,Indefinido,Completa,40000 - 64000 €,40000.0,64000.0,52000.0,"Estamos buscando un profesional con experiencia en React, AWS, TypeScript, Linux, Docker, Jira, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"React, AWS, TypeScript, Linux, Docker, Jira, GitHub Actions",https://www.ejemplo.com/job/1249,job-1249,Adzuna (Simulado),2025-05-18 13:11:27.076933
