titulo,empresa,ubicacion,fecha_publicacion,tipo_contrato,jornada,salario,salario_min,salario_max,experiencia,nivel,descripcion,requisitos,tecnologias,url,fecha_extraccion
Security Engineer Semisenior,DataMind,Málaga,14/05/2025,Prácticas,Turnos rotativos,29000 - 40000 € Bruto/año,29000.0,40000.0,2-4 años,Semisenior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Semisenior especialista en Rust, Symfony, PostgreSQL. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 2-4 años con Rust
- Conocimientos de Symfony
- Conocimientos de PostgreSQL
- Conocimientos de Prometheus
- Empatía
- Metodologías ágiles
- Pensamiento crítico


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Rust, Symfony, PostgreSQL, Prometheus","['Rust', 'Symfony', 'PostgreSQL', 'Prometheus']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Backend Developer Senior,GlobalTech,Remoto (España),19/04/2025,Prácticas,Parcial (mañanas),37000 - 60000 € Bruto/año,37000.0,60000.0,4-8 años,Senior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Senior especialista en PHP, Spring Boot, Symfony. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 4-8 años con PHP
- Conocimientos de Spring Boot
- Conocimientos de Symfony
- Conocimientos de Neo4j
- Pensamiento crítico
- Metodologías ágiles
- Gestión del tiempo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","PHP, Spring Boot, Symfony, Neo4j, Git, Jenkins","['PHP', 'Spring Boot', 'Symfony', 'Neo4j', 'Git', 'Jenkins']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Mobile Developer Scala Junior,IntelliSoft,Híbrido (Madrid),10/05/2025,Formativo,Parcial (mañanas),19000 - 29000 € Bruto/año,19000.0,29000.0,0-2 años,Junior,"Se precisa Junior desarrollador/a con sólidos conocimientos en Scala, Symfony, Angular para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 0-2 años con Scala
- Conocimientos de Symfony
- Conocimientos de Angular
- Conocimientos de Vue.js
- Creatividad
- Resolución de problemas
- Pensamiento crítico


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Scala, Symfony, Angular, Vue.js, PostgreSQL, MariaDB, Postman","['Scala', 'Symfony', 'Angular', 'Vue.js', 'PostgreSQL', 'MariaDB', 'Postman']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Programador/a C++ Principal,YieldTech,Remoto (España),13/05/2025,Formativo,Fin de semana,78000 - 122000 € Bruto/año,78000.0,122000.0,15+ años,Principal,"Buscamos un Principal desarrollador/a con experiencia en C++, Express.js, Neo4j para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 15+ años con C++
- Conocimientos de Express.js
- Conocimientos de Neo4j
- Conocimientos de SonarQube
- Trabajo en equipo
- Adaptabilidad
- Comunicación


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C++, Express.js, Neo4j, SonarQube","['C++', 'Express.js', 'Neo4j', 'SonarQube']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Data Scientist Senior,QuantumSystems,Barcelona,17/05/2025,Prácticas,Fin de semana,39000 - 60000 € Bruto/año,39000.0,60000.0,4-8 años,Senior,"Empresa líder en el sector tecnológico busca Senior programador/a con conocimientos de Ruby, Flutter, Laravel para importante proyecto. Valoramos la proactividad y el trabajo en equipo.

Requisitos:
- Experiencia de 4-8 años con Ruby
- Conocimientos de Flutter
- Conocimientos de Laravel
- Conocimientos de Flask
- Adaptabilidad
- Comunicación
- Resiliencia


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Ruby, Flutter, Laravel, Flask, Cassandra, DynamoDB, SonarQube, Prometheus","['Ruby', 'Flutter', 'Laravel', 'Flask', 'Cassandra', 'DynamoDB', 'SonarQube', 'Prometheus']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Full Stack Developer Staff,LogicWorks,Málaga,12/05/2025,Indefinido,Intensiva,67000 - 86000 € Bruto/año,67000.0,86000.0,10-15 años,Staff,"¿Te apasiona la tecnología? Únete a nuestro equipo como Staff especialista en TypeScript, Vue.js, PyTorch. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 10-15 años con TypeScript
- Conocimientos de Vue.js
- Conocimientos de PyTorch
- Conocimientos de Couchbase
- Adaptabilidad
- Metodologías ágiles
- Orientación a resultados


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","TypeScript, Vue.js, PyTorch, Couchbase, Confluence, Postman","['TypeScript', 'Vue.js', 'PyTorch', 'Couchbase', 'Confluence', 'Postman']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Cloud Architect Junior,NetArchitects,Alicante,11/05/2025,Temporal con posibilidad de indefinido,Fin de semana,17000 - 27000 € Bruto/año,17000.0,27000.0,0-2 años,Junior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Junior especialista en Ruby, FastAPI, React. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 0-2 años con Ruby
- Conocimientos de FastAPI
- Conocimientos de React
- Conocimientos de PyTorch
- Resolución de problemas
- Gestión del tiempo
- Liderazgo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Ruby, FastAPI, React, PyTorch, Firebase, Terraform, SonarQube","['Ruby', 'FastAPI', 'React', 'PyTorch', 'Firebase', 'Terraform', 'SonarQube']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Programador/a Dart Junior,UXPioneer,Zaragoza,10/05/2025,Temporal con posibilidad de indefinido,Parcial (mañanas),17000 - 30000 € Bruto/año,17000.0,30000.0,0-2 años,Junior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Junior especialista en Dart, Express.js, Vue.js. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 0-2 años con Dart
- Conocimientos de Express.js
- Conocimientos de Vue.js
- Conocimientos de MongoDB
- Orientación a resultados
- Creatividad
- Capacidad analítica


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Dart, Express.js, Vue.js, MongoDB, Snowflake, AWS, Terraform, Google Cloud","['Dart', 'Express.js', 'Vue.js', 'MongoDB', 'Snowflake', 'AWS', 'Terraform', 'Google Cloud']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Technical Lead Senior,IntelliSoft,Híbrido (Barcelona),01/05/2025,Formativo,Fin de semana,40000 - 59000 € Bruto/año,40000.0,59000.0,4-8 años,Senior,"¿Buscas un nuevo desafío profesional? Necesitamos un Senior ingeniero/a con experiencia en Go, Ruby on Rails, Redis para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 4-8 años con Go
- Conocimientos de Ruby on Rails
- Conocimientos de Redis
- Conocimientos de Azure
- Gestión del tiempo
- Liderazgo
- Orientación a resultados


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Go, Ruby on Rails, Redis, Azure","['Go', 'Ruby on Rails', 'Redis', 'Azure']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Technical Lead Staff,DevFusion,Remoto,22/04/2025,Formativo,Turnos rotativos,66000 - 87000 € Bruto/año,66000.0,87000.0,10-15 años,Staff,"¿Buscas un nuevo desafío profesional? Necesitamos un Staff ingeniero/a con experiencia en Go, Vue.js, Symfony para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 10-15 años con Go
- Conocimientos de Vue.js
- Conocimientos de Symfony
- Conocimientos de React
- Comunicación
- Scrum
- Kanban


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Go, Vue.js, Symfony, React, DynamoDB, Neo4j, Grafana, Azure, Git","['Go', 'Vue.js', 'Symfony', 'React', 'DynamoDB', 'Neo4j', 'Grafana', 'Azure', 'Git']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Database Administrator Principal,CloudNative,Remoto (España),12/05/2025,Temporal con posibilidad de indefinido,Intensiva,81000 - 119000 € Bruto/año,81000.0,119000.0,15+ años,Principal,"Buscamos un Principal desarrollador/a con experiencia en Go, Ruby on Rails, FastAPI para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 15+ años con Go
- Conocimientos de Ruby on Rails
- Conocimientos de FastAPI
- Conocimientos de InfluxDB
- Orientación a resultados
- Scrum
- Adaptabilidad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Go, Ruby on Rails, FastAPI, InfluxDB, Confluence","['Go', 'Ruby on Rails', 'FastAPI', 'InfluxDB', 'Confluence']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Desarrollador/a Django Semisenior,GlobalTech,Barcelona,09/05/2025,Temporal,Parcial (mañanas),27000 - 36000 € Bruto/año,27000.0,36000.0,2-4 años,Semisenior,"Se precisa Semisenior desarrollador/a con sólidos conocimientos en PHP, TensorFlow, FastAPI para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 2-4 años con PHP
- Conocimientos de TensorFlow
- Conocimientos de FastAPI
- Conocimientos de Vue.js
- Gestión del tiempo
- Kanban
- Pensamiento crítico


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","PHP, TensorFlow, FastAPI, Vue.js, BigQuery, GitHub Actions, SonarQube","['PHP', 'TensorFlow', 'FastAPI', 'Vue.js', 'BigQuery', 'GitHub Actions', 'SonarQube']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Full Stack Developer Junior,UXPioneer,Sevilla,21/04/2025,Temporal con posibilidad de indefinido,Por horas,16000 - 26000 € Bruto/año,16000.0,26000.0,0-2 años,Junior,"Se precisa Junior desarrollador/a con sólidos conocimientos en R, PyTorch, Laravel para proyecto de transformación digital. Ofrecemos formación continua y buen ambiente laboral.

Requisitos:
- Experiencia de 0-2 años con R
- Conocimientos de PyTorch
- Conocimientos de Laravel
- Conocimientos de Couchbase
- Scrum
- Pensamiento crítico
- Trabajo en equipo


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","R, PyTorch, Laravel, Couchbase, Grafana","['R', 'PyTorch', 'Laravel', 'Couchbase', 'Grafana']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Network Engineer Senior,JavaPros,Remoto (España),25/04/2025,Por obra y servicio,Parcial (mañanas),36000 - 60000 € Bruto/año,36000.0,60000.0,4-8 años,Senior,"Buscamos un Senior desarrollador/a con experiencia en Java, Flask, Angular para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 4-8 años con Java
- Conocimientos de Flask
- Conocimientos de Angular
- Conocimientos de MySQL
- Scrum
- Comunicación
- Resiliencia


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Java, Flask, Angular, MySQL, Snowflake, ELK Stack","['Java', 'Flask', 'Angular', 'MySQL', 'Snowflake', 'ELK Stack']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Programador/a Kotlin Staff,OptimizeIT,Valencia,13/05/2025,Temporal con posibilidad de indefinido,Flexible,65000 - 86000 € Bruto/año,65000.0,86000.0,10-15 años,Staff,"¿Te apasiona la tecnología? Únete a nuestro equipo como Staff especialista en Kotlin, Symfony, PyTorch. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 10-15 años con Kotlin
- Conocimientos de Symfony
- Conocimientos de PyTorch
- Conocimientos de Flask
- Resolución de problemas
- Adaptabilidad
- Scrum


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Kotlin, Symfony, PyTorch, Flask, Redis, BigQuery, ELK Stack, Google Cloud, Jenkins","['Kotlin', 'Symfony', 'PyTorch', 'Flask', 'Redis', 'BigQuery', 'ELK Stack', 'Google Cloud', 'Jenkins']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Ingeniero/a DevOps Lead,TechSolutions,Valencia,13/05/2025,Por obra y servicio,Turnos rotativos,48000 - 75000 € Bruto/año,48000.0,75000.0,8-12 años,Lead,"¿Te apasiona la tecnología? Únete a nuestro equipo como Lead especialista en Ruby, Express.js, Flutter. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 8-12 años con Ruby
- Conocimientos de Express.js
- Conocimientos de Flutter
- Conocimientos de Ruby on Rails
- Resolución de problemas
- Resiliencia
- Comunicación


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Ruby, Express.js, Flutter, Ruby on Rails, SQL Server, Elasticsearch, Prometheus","['Ruby', 'Express.js', 'Flutter', 'Ruby on Rails', 'SQL Server', 'Elasticsearch', 'Prometheus']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Systems Administrator Semisenior,QuantumSystems,Sevilla,03/05/2025,Indefinido,Flexible,27000 - 39000 € Bruto/año,27000.0,39000.0,2-4 años,Semisenior,"Empresa líder en el sector tecnológico busca Semisenior programador/a con conocimientos de C++, TensorFlow, ASP.NET para importante proyecto. Valoramos la proactividad y el trabajo en equipo.

Requisitos:
- Experiencia de 2-4 años con C++
- Conocimientos de TensorFlow
- Conocimientos de ASP.NET
- Conocimientos de Django
- Adaptabilidad
- Pensamiento crítico
- Comunicación


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C++, TensorFlow, ASP.NET, Django, Firebase, Terraform","['C++', 'TensorFlow', 'ASP.NET', 'Django', 'Firebase', 'Terraform']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Ingeniero/a de Software Principal,IntelliSoft,Sevilla,19/04/2025,Por obra y servicio,Intensiva,78000 - 120000 € Bruto/año,78000.0,120000.0,15+ años,Principal,"¿Buscas un nuevo desafío profesional? Necesitamos un Principal ingeniero/a con experiencia en Go, Ruby on Rails, FastAPI para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 15+ años con Go
- Conocimientos de Ruby on Rails
- Conocimientos de FastAPI
- Conocimientos de Spring Boot
- Pensamiento crítico
- Liderazgo
- Empatía


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Go, Ruby on Rails, FastAPI, Spring Boot, DynamoDB, SonarQube, Terraform, Postman","['Go', 'Ruby on Rails', 'FastAPI', 'Spring Boot', 'DynamoDB', 'SonarQube', 'Terraform', 'Postman']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Data Scientist Junior,ZenithCode,Madrid,02/05/2025,Por obra y servicio,Completa,19000 - 29000 € Bruto/año,19000.0,29000.0,0-2 años,Junior,"¿Te apasiona la tecnología? Únete a nuestro equipo como Junior especialista en Swift, Spring Boot, Oracle. Ofrecemos un ambiente de trabajo dinámico y posibilidades de crecimiento.

Requisitos:
- Experiencia de 0-2 años con Swift
- Conocimientos de Spring Boot
- Conocimientos de Oracle
- Conocimientos de Terraform
- Orientación a resultados
- Metodologías ágiles
- Comunicación


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Swift, Spring Boot, Oracle, Terraform","['Swift', 'Spring Boot', 'Oracle', 'Terraform']",https://ejemplo.com/oferta-1,2025-05-18 12:46:39.608051
Product Manager Semisenior,ZenithCode,Málaga,07/05/2025,Freelance,Flexible,27000 - 37000 € Bruto/año,27000.0,37000.0,2-4 años,Semisenior,"Empresa líder en el sector tecnológico busca Semisenior programador/a con conocimientos de Rust, Vue.js, TensorFlow para importante proyecto. Valoramos la proactividad y el trabajo en equipo.

Requisitos:
- Experiencia de 2-4 años con Rust
- Conocimientos de Vue.js
- Conocimientos de TensorFlow
- Conocimientos de Flutter
- Gestión del tiempo
- Kanban
- Pensamiento crítico


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Rust, Vue.js, TensorFlow, Flutter, Cassandra, Terraform, Prometheus","['Rust', 'Vue.js', 'TensorFlow', 'Flutter', 'Cassandra', 'Terraform', 'Prometheus']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
Ingeniero/a de Software Staff,NetArchitects,Remoto (Europa),25/04/2025,Temporal,Por horas,65000 - 84000 € Bruto/año,65000.0,84000.0,10-15 años,Staff,"¿Buscas un nuevo desafío profesional? Necesitamos un Staff ingeniero/a con experiencia en C++, Laravel, TensorFlow para desarrollar soluciones escalables y de alta calidad.

Requisitos:
- Experiencia de 10-15 años con C++
- Conocimientos de Laravel
- Conocimientos de TensorFlow
- Conocimientos de FastAPI
- Kanban
- Resiliencia
- Pensamiento crítico


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C++, Laravel, TensorFlow, FastAPI, Firebase, AWS, Ansible, Google Cloud","['C++', 'Laravel', 'TensorFlow', 'FastAPI', 'Firebase', 'AWS', 'Ansible', 'Google Cloud']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Product Manager Staff,DigitalWave,Remoto,30/04/2025,Temporal con posibilidad de indefinido,Flexible,64000 - 86000 € Bruto/año,64000.0,86000.0,10-15 años,Staff,"Buscamos un Staff desarrollador/a con experiencia en C++, Spring Boot, TensorFlow para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 10-15 años con C++
- Conocimientos de Spring Boot
- Conocimientos de TensorFlow
- Conocimientos de Oracle
- Capacidad analítica
- Orientación a resultados
- Creatividad


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","C++, Spring Boot, TensorFlow, Oracle, Snowflake, Jira, Jenkins, SonarQube","['C++', 'Spring Boot', 'TensorFlow', 'Oracle', 'Snowflake', 'Jira', 'Jenkins', 'SonarQube']",https://ejemplo.com/oferta-3,2025-05-18 12:46:39.608051
Product Manager Semisenior,CodeCraft,Las Palmas,04/05/2025,Freelance,Por horas,26000 - 38000 € Bruto/año,26000.0,38000.0,2-4 años,Semisenior,"Buscamos un Semisenior desarrollador/a con experiencia en Scala, Laravel, Spring Boot para unirse a nuestro equipo. Trabajarás en proyectos innovadores utilizando las últimas tecnologías.

Requisitos:
- Experiencia de 2-4 años con Scala
- Conocimientos de Laravel
- Conocimientos de Spring Boot
- Conocimientos de Elasticsearch
- Capacidad analítica
- Gestión del tiempo
- Orientación a resultados


Ofrecemos:
- Contrato estable
- Horario flexible
- Posibilidad de trabajar en remoto
- Formación continua
- Buen ambiente de trabajo
","Scala, Laravel, Spring Boot, Elasticsearch, Cassandra, Confluence, Jenkins","['Scala', 'Laravel', 'Spring Boot', 'Elasticsearch', 'Cassandra', 'Confluence', 'Jenkins']",https://ejemplo.com/oferta-2,2025-05-18 12:46:39.608051
